ShapeBefore,ShapeAfterAggregate,Location
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/70
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/329
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/84
TINY,STAR,hbase/scc-sdsm/aggregate/124
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/316
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/184
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/342
TINY,STAR,hbase/scc-sdsm/aggregate/170
OTHER,OTHER,hbase/scc-sdsm/aggregate/24
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/389
OTHER,OTHER,hbase/scc-sdsm/aggregate/177
STAR,OTHER,hbase/scc-sdsm/aggregate/345
TINY,CIRCLE,hbase/scc-sdsm/aggregate/183
OTHER,OTHER,hbase/scc-sdsm/aggregate/148
OTHER,OTHER,hbase/scc-sdsm/aggregate/23
OTHER,OTHER,hbase/scc-sdsm/aggregate/141
TINY,CIRCLE,hbase/scc-sdsm/aggregate/373
CIRCLE,OTHER,hbase/scc-sdsm/aggregate/4
STAR,OTHER,hbase/scc-sdsm/aggregate/387
OTHER,OTHER,hbase/scc-sdsm/aggregate/15
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/380
TINY,CIRCLE,hbase/scc-sdsm/aggregate/3
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/374
CIRCLE,OTHER,hbase/scc-sdsm/aggregate/146
CIRCLE,CIRCLE,hbase/scc-sdsm/aggregate/12
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/179
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/328
STAR,OTHER,hbase/scc-sdsm/aggregate/85
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/71
STAR,CIRCLE,hbase/scc-sdsm/aggregate/317
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/125
TINY,OTHER,hbase/scc-sdsm/aggregate/76
STAR,OTHER,hbase/scc-sdsm/aggregate/82
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/49
CIRCLE,OTHER,hbase/scc-sdsm/aggregate/122
OTHER,OTHER,hbase/scc-sdsm/aggregate/310
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/40
TINY,STAR,hbase/scc-sdsm/aggregate/319
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/114
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/326
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/47
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/321
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/113
CIRCLE,OTHER,hbase/scc-sdsm/aggregate/78
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/147
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/375
TINY,STAR,hbase/scc-sdsm/aggregate/2
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/381
TINY,STAR,hbase/scc-sdsm/aggregate/178
OTHER,OTHER,hbase/scc-sdsm/aggregate/13
TINY,OTHER,hbase/scc-sdsm/aggregate/386
TINY,CIRCLE,hbase/scc-sdsm/aggregate/5
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/372
NoSCCBefore,OTHER,hbase/scc-sdsm/aggregate/140
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/14
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/182
TINY,CIRCLE,hbase/scc-sdsm/aggregate/344
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/176
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/22
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/149
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/171
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/343
TINY,STAR,hbase/scc-sdsm/aggregate/185
STAR,CIRCLE,hbase/scc-sdsm/aggregate/25
CIRCLE,OTHER,hbase/scc-sdsm/aggregate/388
NoSCCBefore,TINY,getdown/scc-sdsm/aggregate/1-94e5090219ab1832b3095be48c8f1334e9a13d14
STAR,STAR,getdown/scc-sdsm/aggregate/1-86723193e6f66b56a61925bcd4896a644c3c2ac9
NoSCCBefore,TINY,getdown/scc-sdsm/aggregate/1-2225ae6e97c9ba60b6f37655bddad60f4f573a43
NoSCCBefore,TINY,getdown/scc-sdsm/aggregate/1-e18d279b3bb5f97c21ddae27958ab67923ab479e
NoSCCBefore,TINY,getdown/scc-sdsm/aggregate/1-7bfd596beb7bf9d121991a57341ba95080c42a62
NoSCCBefore,OTHER,getdown/scc-sdsm/aggregate/1-0a34632c0ab40eef6119ba9c381b57445bb3adce
NoSCCBefore,TINY,google-http-java-client/scc-sdsm/aggregate/1-d93eb9985f36050b761e8c6f8bbca59a67ed3af7
TINY,STAR,google-http-java-client/scc-sdsm/aggregate/1-dafe5a04f4c392bee6d22f2d67b0e8d37e10727f
NoSCCBefore,TINY,google-http-java-client/scc-sdsm/aggregate/1-ea09fd51cccaab307a5c05422ab0ef03fd1d2634
TINY,STAR,google-http-java-client/scc-sdsm/aggregate/1-4bb60cd3ecda34f16db8af3834a29904cc37b3ad
NoSCCBefore,TINY,google-http-java-client/scc-sdsm/aggregate/1-6f89edc7f5a29617dbbd6df4da404221f8237bfb
TINY,STAR,javaparser/scc-sdsm/aggregate/1-8ce48c7c0b0b144091e21ab508339d553de89572
NoSCCBefore,OTHER,javaparser/scc-sdsm/aggregate/1-02b3c5e03c44a9373c3a9d323c3425bdffade688
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-88d5ca079a9ca0f041c3275e47b7a1d69775d6cc
CIRCLE,CIRCLE,javaparser/scc-sdsm/aggregate/1-09ceccd596e6aeebb5eca309093ef32216291f1e
TINY,CIRCLE,javaparser/scc-sdsm/aggregate/1-bac18a129c45335e69d811b3872fcb938e1f0ff8
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-26bf9b3ff36dbf0235adbbff1efeeb192f0d205f
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-64f8214b1b6536fb6aea522450dd3a150b4c1b76
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-535dd7001046e740345e2d00cb27f13d69226521
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-80f951258992f75441239c79e0f31eda7d47e107
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-8b8cc6cddbf5af0c93c4ceffd015f6328c932149
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-f1572608ac16098e2a023daac97742766ad9f541
STAR,STAR,javaparser/scc-sdsm/aggregate/1-ad9d33b5b22f4f4d470018e41d5c33c1eaf464c8
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-afcae4dba775648ab4f25fe3ff2a9a59e9f91b7e
TINY,STAR,javaparser/scc-sdsm/aggregate/1-999b3fb27595941e07259e534bfc8b85a2a08792
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-c7486ad8be73e3ea60d8b7f0948be9af1ed304e1
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-9f625af2721bfb3f764d5f4dd23eef55324c94bc
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-883874f19a9c77410a2d360ac5a79d0eadefc2b0
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-8122332d21bc7cd3d0018559e9847e68909a0744
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-760bf1283727080cedb406065aa2b5f673f6830a
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-6b50c90daa764492e074198460c807d83d52325e
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-afcc4e9d64111a200b52435e07d0c32de33f6198
TINY,CIRCLE,javaparser/scc-sdsm/aggregate/1-791449a6ab0696f4c0109908a4a0925e514b10d9
OTHER,OTHER,javaparser/scc-sdsm/aggregate/2-2903fc918dd87be53192aa1065047392f7adf4d1
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-a25f53f8871fd178b6791d1194d7358b55d1ba37
TINY,STAR,javaparser/scc-sdsm/aggregate/1-656bb37a1dba87d61d24e69f2346f35dbc73d81d
CHAIN,CHAIN,javaparser/scc-sdsm/aggregate/1-cfc05114e4036cebcdfb5ef7e534cb84f4e68e02
CHAIN,OTHER,javaparser/scc-sdsm/aggregate/1-6a15cd55028fc9b7c73158d05f5ee335cab1f481
STAR,STAR,javaparser/scc-sdsm/aggregate/1-db52836b6a33c9ff130d8ea554f78b21ebe9b586
CIRCLE,CIRCLE,javaparser/scc-sdsm/aggregate/1-0c24b9f8ff0ea74c4793dedae1480d2877d21368
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-16720991418fda8f29abd4888fd1a5969f99d259
TINY,CIRCLE,javaparser/scc-sdsm/aggregate/1-2568d9ebe91ceb0a13c98b16f99593cd22084efa
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-d7bb34fa5033f252060bcff360735967a4f3b02c
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-9a65367f4c2664c06ab2c607156a21eff54f4438
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-a1ec99b1b5ffc7945587bb62898d682b1149daed
NoSCCBefore,CIRCLE,javaparser/scc-sdsm/aggregate/1-73253d89b2b631e26818af8cd58f9167d5f96d71
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-2903fc918dd87be53192aa1065047392f7adf4d1
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-98e6c2f915a109d3157bed8cc2b775b430894535
STAR,CIRCLE,javaparser/scc-sdsm/aggregate/1-de11a2ae80166defacd1f9c51b77f52be4b53eb1
NoSCCBefore,CIRCLE,javaparser/scc-sdsm/aggregate/1-ccbb7a0389c45f087fbfe313aa50d727a41550ce
NoSCCBefore,STAR,javaparser/scc-sdsm/aggregate/1-ed31b534d8416d22e8e9939c475ab16d186f87fa
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-f087aea1e116d5ad19f61e5acc7ee296e3e819fc
NoSCCBefore,CIRCLE,javaparser/scc-sdsm/aggregate/1-0f679701291663fc5152c0519ecc5ba08094c842
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/2-d7bb34fa5033f252060bcff360735967a4f3b02c
NoSCCBefore,STAR,javaparser/scc-sdsm/aggregate/1-e007d464d027048e40830a3f62220df6e29d6b3d
STAR,OTHER,javaparser/scc-sdsm/aggregate/1-b7143614926fe5e6e7142b848a5e0552fcf45ef4
NoSCCBefore,STAR,javaparser/scc-sdsm/aggregate/1-f1a1abbf32fac2288146052c43f16569c835bba1
TINY,STAR,javaparser/scc-sdsm/aggregate/1-e1afc730342d1020886b508ba874e366c401eb7d
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-6a1ee724c337694ee28b2a09af41c236b880ba66
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-5e5a850b946252906db421cafec7b1e3e03ba3fa
TINY,CIRCLE,javaparser/scc-sdsm/aggregate/1-dce5d3ed35a665830645c0e3dab6d5c1ddffeec1
OTHER,CIRCLE,javaparser/scc-sdsm/aggregate/1-487801a3c6e098e29d840d8a6c08cbd4037fb4e4
STAR,STAR,javaparser/scc-sdsm/aggregate/1-acdac6790f4424f8097b3aa6c888e825cac485f9
OTHER,OTHER,javaparser/scc-sdsm/aggregate/2-09ceccd596e6aeebb5eca309093ef32216291f1e
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-965ab8585c3e8be1dff784e749e37dad31151ec8
CIRCLE,CIRCLE,javaparser/scc-sdsm/aggregate/1-84bbe032114d55fb7eb269a05bccb54169e4cb48
TINY,CLIQUE,javaparser/scc-sdsm/aggregate/1-2d2d1a203c55eb6b9587f78e6f8f6ef05ddf1a75
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-7b6c27e95fef9e725fbf9e15afb852bb952dfa34
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-a908cdb933d3f4610ad36dac27bdca4799a1d0da
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-cadc6c5e79da5f267dbd91e9398d59b01d49fea9
STAR,OTHER,javaparser/scc-sdsm/aggregate/1-0c02965854e825d9a6895f813a5f922bf863502b
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-db13ccf28c5dedbd2e9e14a7a4035b459ce51f6d
TINY,STAR,javaparser/scc-sdsm/aggregate/1-0c867e98a9c8311d380eb86058e13b5e4801badc
CHAIN,OTHER,javaparser/scc-sdsm/aggregate/1-997b7ed9947e1f5ac64d9bfef335cee1f405217b
CIRCLE,OTHER,javaparser/scc-sdsm/aggregate/2-ad9d33b5b22f4f4d470018e41d5c33c1eaf464c8
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-0f40221492b47df25615a1b5909fefa6f2d6fa0e
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-51ca68ae0e8d7083254f8cc781a62728944e5b35
NoSCCBefore,CIRCLE,javaparser/scc-sdsm/aggregate/1-fa452d8e55f28d1835a23093678af51400d5a94f
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-81f80d185c3051f4b48a84e89e6cd628faf06e23
STAR,CIRCLE,javaparser/scc-sdsm/aggregate/1-fd2e083224d3ee0e9ccca4431d63a84601e0d606
CIRCLE,OTHER,javaparser/scc-sdsm/aggregate/1-eec165d9e3ef0ab1d93f69a231964984a3379762
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-6036e9961e7f8ea8f94c7d9b3ab9160b517d156b
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-a1f66c031ceba5943473b1bdd95765cff87a663c
NoSCCBefore,STAR,javaparser/scc-sdsm/aggregate/1-be10f7278344dacb0bcc43553579b5add828f9b7
CHAIN,CIRCLE,javaparser/scc-sdsm/aggregate/1-b8a29557b0138592058939f5d1b99e9fae012626
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-5085af8e7fc625672ca90605efbcc9e335f4e8c6
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-ee35b15a04539af508d29081ac5c7f8f6fadba4a
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-8e063e8a9501b48c03999446edbdc1e83cc28236
TINY,CIRCLE,javaparser/scc-sdsm/aggregate/1-96776ef5b02f0ba9e0bc3d24932f49350f08661c
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-fa3b6f1d0199dacb9069c24a1c2de0e31de38cb3
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-c990d23490f5c4ac4322119b03d5951b63eef055
TINY,CLIQUE,javaparser/scc-sdsm/aggregate/1-40f6fef078275d3ca43f02918200a2d6076fef9d
TINY,STAR,javaparser/scc-sdsm/aggregate/1-3ba679f8e97be3f70d1c93e131a4db34858ef330
STAR,CIRCLE,javaparser/scc-sdsm/aggregate/1-f7664e2ac986e3b61249b8884d0d2d02a2990028
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-a5861265a5ef04e7419b8c3d7469c887a8b350d4
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-c4b425bb0bf6c72adb5b4cab7583b91dc8397335
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-dccbbfd1ba4803c95b810b5dac2c46085f7c2b90
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-4c6258119a0f5f59b3173b3af69051ef7b227858
CIRCLE,CIRCLE,javaparser/scc-sdsm/aggregate/1-0f52d4dd7eb8807fdf08e4a0e0ef515eb1a092b7
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-b758ad11c85860f1ebcfefd48f481b365868a6de
TINY,STAR,javaparser/scc-sdsm/aggregate/1-13466605915cbc62103220df81dd0a16769c4ff5
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-c5f60788a9f56fe9f483fbb87ccb615644365f5e
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-9f1113b029cf7fcb6f468a85a7eae0e894415a4d
TINY,CLIQUE,javaparser/scc-sdsm/aggregate/1-100be46ee7a8760fc7663930f7ac944332492845
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-adb02497ed443e836ae552e20bcb11ab8c1ab623
TINY,CIRCLE,javaparser/scc-sdsm/aggregate/1-49f82c8a5bfaead7da63e0793ed4dec4318f2b89
STAR,CHAIN,javaparser/scc-sdsm/aggregate/1-60df115568a32a8c4b4b0c0bb4dcb37417e084bc
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-3413e0e24a045c276b7744ff1db82c5bb2e7c643
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-d85a40f2ffa200bbb0b11adc979e69f3c9410c5f
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-3babd1ba8bed600894b598cc999ca8c5c0c91a5c
NoSCCBefore,OTHER,javaparser/scc-sdsm/aggregate/1-2f49331fb22511346eea8800d27907de44409d5b
TINY,OTHER,javaparser/scc-sdsm/aggregate/1-4067732ffafca0dd8edde7b51104a2f432c586bf
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-c034676bbe6fe94a70f19e79e173836e153b937c
NoSCCBefore,CIRCLE,javaparser/scc-sdsm/aggregate/1-390fbb37cc7f41787cf2559842beb98e7058b4ae
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-f3f0ecd6e7a6731b9775b2cd61a6a2b121d227a5
NoSCCBefore,STAR,javaparser/scc-sdsm/aggregate/3-ad9d33b5b22f4f4d470018e41d5c33c1eaf464c8
NoSCCBefore,CIRCLE,javaparser/scc-sdsm/aggregate/1-1db4cd7914d4f36224a4a8944e546650d5fc5a4d
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-2e435be05d9200097a6edf9f89d83b9330fd5135
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-bf2f13e26271634e5c0742392c1f5d0de2cad171
NoSCCBefore,CIRCLE,javaparser/scc-sdsm/aggregate/1-2c980514a6ae7ebdd3e3f06893dd3b12c3e34dc1
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-6df1aa26f75ff0d716a1290007e2b63cc05001ae
STAR,OTHER,javaparser/scc-sdsm/aggregate/1-0cb2c7a50d765c0f1c289d9689de2e7bdb9f3a9d
NoSCCBefore,CIRCLE,javaparser/scc-sdsm/aggregate/1-666eb9fc7a3da80059436785845ceb7f796c3f44
CHAIN,OTHER,javaparser/scc-sdsm/aggregate/1-f43d066490283dd54a0d816d8153711866c8f647
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-a18ebe9defec96282ff0092db86f79a51a373447
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-884e2e55d15d63d2d321b5f842e127bff190c303
NoSCCBefore,CIRCLE,javaparser/scc-sdsm/aggregate/1-6c050d8b605714121da570382078edaa3750af4a
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-13430511004f1deead30b60a4fbd3c538081d5e9
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-d7828ee5f27be2f10dda026372898126aeae24b7
NoSCCBefore,OTHER,javaparser/scc-sdsm/aggregate/1-764aa68aee62304b40b7d09903b492e240d637b2
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-f415fb00bdcfe4931b43ca629ab4fb9bc3f67f16
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-008b82d149685d6702a060fbecafc8fc2e10b459
OTHER,OTHER,javaparser/scc-sdsm/aggregate/2-fa452d8e55f28d1835a23093678af51400d5a94f
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-3f93ec517d5e1715db32931c840fa0ecb1e0d826
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-07f9a558bce1b78eb6888f3da99729210e4171e8
OTHER,OTHER,javaparser/scc-sdsm/aggregate/1-e21fca16e413a8bf31d613aa97a744d075c374dd
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-a08fa9ee649fa32b4c7f5fc93292dbf4dd902240
CIRCLE,CIRCLE,javaparser/scc-sdsm/aggregate/1-6a9680b54a0ddc0479db02605a4c6d2390da495f
TINY,STAR,javaparser/scc-sdsm/aggregate/1-ab8df80e3284f5b991b47ae8d3b86f5730900169
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/2-a1f66c031ceba5943473b1bdd95765cff87a663c
TINY,CIRCLE,javaparser/scc-sdsm/aggregate/2-fa3b6f1d0199dacb9069c24a1c2de0e31de38cb3
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-0473f763c0170174baf27f75da50945e8562c9f5
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-38a6cabe128ef4b85bd807b4a4033522c72d1eb1
NoSCCBefore,TINY,javaparser/scc-sdsm/aggregate/1-dd0f96d32e589249fdd05ab40f9d087c79415730
STAR,STAR,javaparser/scc-sdsm/aggregate/1-c378a677ebcd999d853b3e5867ac7ca7cd8e73cb
NoSCCBefore,CIRCLE,javaparser/scc-sdsm/aggregate/1-263cf50ac27714b8e120565f45a1fac661df18b5
CIRCLE,CIRCLE,javaparser/scc-sdsm/aggregate/2-3ba679f8e97be3f70d1c93e131a4db34858ef330
STAR,STAR,javaparser/scc-sdsm/aggregate/1-45adbefb819caef2ad19921d32b13af560f35c99
NoSCCBefore,TINY,stripe-java/scc-sdsm/aggregate/3-71337bba019516e2960e525439658f01d8cc4e21
TINY,CIRCLE,stripe-java/scc-sdsm/aggregate/1-d646f58fba606c3501982139ba16e5744b419326
STAR,OTHER,stripe-java/scc-sdsm/aggregate/1-ec82d87509fd04fad930ba9e0cee94a3ff633cca
NoSCCBefore,OTHER,stripe-java/scc-sdsm/aggregate/1-7f2b70999749eff50303f0a3b9c07abfaf087a89
NoSCCBefore,TINY,stripe-java/scc-sdsm/aggregate/1-fa0814a2910a9e4a564d2134b466e87b2879a601
NoSCCBefore,CIRCLE,stripe-java/scc-sdsm/aggregate/1-28300ca8f753aae74aa46e95ae77a3b07df951e4
NoSCCBefore,TINY,stripe-java/scc-sdsm/aggregate/1-06e63efc08a221a9d44462ebcb4a6b711233c483
NoSCCBefore,CIRCLE,stripe-java/scc-sdsm/aggregate/1-3689e6f4fb369d0fe10b1fa4306e0f98d1508730
NoSCCBefore,TINY,stripe-java/scc-sdsm/aggregate/1-420db540e4948d4a0a6474489ffaa0d36dcb3501
NoSCCBefore,STAR,stripe-java/scc-sdsm/aggregate/1-44f2e89bd834153a2a6ab0112c78dab43f865c22
OTHER,OTHER,stripe-java/scc-sdsm/aggregate/1-c5f23429ba7f460060cceaf59b7b8b9d3d502f7e
TINY,OTHER,stripe-java/scc-sdsm/aggregate/1-007d858ab739d5add32625597e78bf1a37ea1b64
NoSCCBefore,OTHER,stripe-java/scc-sdsm/aggregate/1-9be708ed8d611f1537f8f1fa81c7f91fef0cdd82
NoSCCBefore,CIRCLE,stripe-java/scc-sdsm/aggregate/1-d8726350b8f9adf23c2a913125e91b9ca052872d
NoSCCBefore,TINY,stripe-java/scc-sdsm/aggregate/1-48a68ed66208a87f6c203d416f5b513a81309364
NoSCCBefore,CIRCLE,stripe-java/scc-sdsm/aggregate/1-9c78fed741ef801305802392bbe6fceebae29b44
NoSCCBefore,TINY,stripe-java/scc-sdsm/aggregate/1-fc90c21d7eb7f76b16d6dea14b8a2f83a41582be
NoSCCBefore,CIRCLE,stripe-java/scc-sdsm/aggregate/1-29698b237ef49427f3258fe6aff9a70136197874
NoSCCBefore,TINY,stripe-java/scc-sdsm/aggregate/1-b51730adbfc7f9fc487908257153d6e5ea8fce4f
CIRCLE,CIRCLE,stripe-java/scc-sdsm/aggregate/1-b0ea606f205344e2f385231bb1498c3ac5bb6492
TINY,CIRCLE,stripe-java/scc-sdsm/aggregate/1-de1bc2de35c1b5f64b28202fe3c729c74ae666cf
NoSCCBefore,OTHER,stripe-java/scc-sdsm/aggregate/1-c270fbb17fc7de8096bbe279767ae1a5f957073f
NoSCCBefore,TINY,stripe-java/scc-sdsm/aggregate/1-cc5748f78ff976b4064bccf3c5a642d57e5c6fa0
NoSCCBefore,TINY,stripe-java/scc-sdsm/aggregate/4-71337bba019516e2960e525439658f01d8cc4e21
TINY,STAR,stripe-java/scc-sdsm/aggregate/1-625d499b474650132fb116f2f1734d1a1470682f
NoSCCBefore,CIRCLE,stripe-java/scc-sdsm/aggregate/1-9cae1ec8dfbd0c303fa0ac7adf963a2b6c465351
NoSCCBefore,TINY,stripe-java/scc-sdsm/aggregate/1-f7fced61de3645da0355239216582a08fc001e65
NoSCCBefore,CIRCLE,stripe-java/scc-sdsm/aggregate/1-d8ef123fe4fd5cd395119731b8a3c4113e8cccc9
NoSCCBefore,CIRCLE,stripe-java/scc-sdsm/aggregate/1-65d19bbbbb8f39bc0d3922d3cafa52e53be3fe4b
NoSCCBefore,TINY,stripe-java/scc-sdsm/aggregate/1-ff02843aaf3c219826d5e3da6799b96a74f83558
NoSCCBefore,TINY,stripe-java/scc-sdsm/aggregate/1-ecd875c58312671035eda9935174b9b50ceb5338
TINY,CIRCLE,stripe-java/scc-sdsm/aggregate/1-cab057bc4aac7c74f12806cad0a125bda238ea72
NoSCCBefore,TINY,stripe-java/scc-sdsm/aggregate/1-80309ab88b54610cf3da65963e8e02f051f6fbf8
TINY,CIRCLE,stripe-java/scc-sdsm/aggregate/1-ee20ef3afe4b17a77869c0981cea7250216141c0
CIRCLE,CIRCLE,stripe-java/scc-sdsm/aggregate/1-ecb791f567f85377f60b272eb9f7a4d91bfb67b7
NoSCCBefore,TINY,stripe-java/scc-sdsm/aggregate/2-71337bba019516e2960e525439658f01d8cc4e21
NoSCCBefore,STAR,stripe-java/scc-sdsm/aggregate/1-2cda147a204ec434910c56a7c0cf5c9ab6636d91
NoSCCBefore,TINY,stripe-java/scc-sdsm/aggregate/5-71337bba019516e2960e525439658f01d8cc4e21
TINY,CIRCLE,stripe-java/scc-sdsm/aggregate/1-12e625a5c2c8d40b9d9704fef8643b08b882a8fd
NoSCCBefore,TINY,stripe-java/scc-sdsm/aggregate/1-8a641a41e03f84685d6eaa2bfd5bae239f03c132
NoSCCBefore,CIRCLE,stripe-java/scc-sdsm/aggregate/1-02f0196189cd8e06011d17c44ca61748cb5c3a3b
NoSCCBefore,TINY,stripe-java/scc-sdsm/aggregate/1-af7b1b1230001e316784b72a4ea8e2aef581a550
TINY,STAR,stripe-java/scc-sdsm/aggregate/1-7451ed5d867346f03e832a5eb91aec0be9d6939b
NoSCCBefore,CIRCLE,stripe-java/scc-sdsm/aggregate/1-8654c78081c87bead1b285baa21b06d1af19df8b
TINY,STAR,stripe-java/scc-sdsm/aggregate/1-5937ff5a894939f2dfe197ebb52712741de8933a
NoSCCBefore,TINY,stripe-java/scc-sdsm/aggregate/1-71337bba019516e2960e525439658f01d8cc4e21
NoSCCBefore,CIRCLE,stripe-java/scc-sdsm/aggregate/1-557ed8cc8115b74bea45a1909c198506d6548a4a
TINY,OTHER,stripe-java/scc-sdsm/aggregate/1-37592f662b5bf78bc0facf5ba815914b913b9293
NoSCCBefore,TINY,stripe-java/scc-sdsm/aggregate/1-f4514d353f16b32bf4799247d86e1a6370eb19ba
NoSCCBefore,CIRCLE,stripe-java/scc-sdsm/aggregate/1-3e82cb980246d8e2323fbeabd141d86648989bbf
TINY,OTHER,stripe-java/scc-sdsm/aggregate/1-2f4a4e1cfc03f3fa456cc734a1af570b5ecc70f8
NoSCCBefore,TINY,spoon/scc-sdsm/aggregate/1-e0520c1d104ea7eb5e6995ae0125a2c94d40cc3a
CIRCLE,CIRCLE,spoon/scc-sdsm/aggregate/1-85a3ab11f6e5caacd09f8402d0b674310c9d8ce5
